school_id,school_name,county_name,street,city,zip,locale_label,grade_band,school_type,school_type_detail,teachers_fte,enrollment,title_i_status,title_i_school,free_or_reduced_price_lunch,farm_pct,lunch_program,pvt_pct_nonwhite,school_status
240069001305,James M. Bennett High,Wicomico County,300 E College Avenue,Salisbury,21804,City small,HS,public,public,96,1567,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,767,0.4894703254626675,Yes participating without using any Provision or the CEP,NA,Open
240069001306,Mardela Middle & High,Wicomico County,24940 Delmar Rd,Mardela Springs,21837,Rural fringe,MS/HS,public,public,49,676,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,237,0.3505917159763314,Yes participating without using any Provision or the CEP,NA,Open
240069001307,North Salisbury Elementary,Wicomico County,1213 Emerson Ave,Salisbury,21801,City small,ES,public,magnet,35,472,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,266,0.5635593220338984,Yes participating without using any Provision or the CEP,NA,Open
240069001308,Northwestern Elementary,Wicomico County,9975 Sharptown Rd,Mardela Springs,21837,Rural fringe,ES,public,public,18,318,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,154,0.48427672955974843,Yes participating without using any Provision or the CEP,NA,Open
240069001309,Parkside High,Wicomico County,1015 Beaglin Park Dr,Salisbury,21804,City small,HS,public,public,101,1140,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,474,0.41578947368421054,Yes participating without using any Provision or the CEP,NA,Open
240069001310,Pemberton Elementary,Wicomico County,1300 Pemberton Dr,Salisbury,21801,City small,ES,public,magnet,42,578,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,423,0.7318339100346021,Yes participating without using any Provision or the CEP,NA,Open
240069001311,Pinehurst Elementary,Wicomico County,520 S Pinehurst Ave,Salisbury,21801,City small,ES,public,public,48,570,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,570,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240069001312,Pittsville Elementary & Middle,Wicomico County,34404 Old Ocean City Rd,Pittsville,21850,Rural fringe,MS,public,public,36,414,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,191,0.4613526570048309,Yes participating without using any Provision or the CEP,NA,Open
240069001314,Prince Street School,Wicomico County,400 Prince Street,Salisbury,21804,City small,ES,public,public,54,761,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,761,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240069001315,Charles H. Chipman Elementary,Wicomico County,711 Lake St,Salisbury,21801,City small,ES,public,public,24,276,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,276,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240069001317,West Salisbury,Wicomico County,1321 West Road,Salisbury,21801,Suburb small,ES,public,public,23,332,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,259,0.7801204819277109,Yes participating without using any Provision or the CEP,NA,Reopened
240069001318,Westside Primary,Wicomico County,6046 Quantico Rd,Quantico,21856,Rural fringe,ES,public,public,15,211,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,108,0.5118483412322274,Yes participating without using any Provision or the CEP,NA,Open
240069001319,Wicomico Middle,Wicomico County,635 E Main St,Salisbury,21804,City small,MS,public,public,67,817,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,624,0.7637698898408812,Yes participating without using any Provision or the CEP,NA,Open
240069001320,Wicomico High,Wicomico County,201 Long Avenue,Salisbury,21804,Suburb small,HS,public,public,85,1039,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,621,0.5976900866217517,Yes participating without using any Provision or the CEP,NA,Open
240069001322,Willards Elementary,Wicomico County,36161 Richland Rd,Willards,21874,Rural distant,ES,public,public,19,300,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,138,0.46,Yes participating without using any Provision or the CEP,NA,Open
A0104052,Stepping Stones Learning Academy,Wicomico County,402 W MAIN ST,FRUITLAND,21826,Suburb small,All Grades,private,private,12.4,119,NA,NA,NA,NA,NA,27.76,Open
A9103272,Salisbury Mennonite School,Wicomico County,31612 ZION RD,PARSONSBURG,21849,Rural fringe,All Grades,private,private,3,28,NA,NA,NA,NA,NA,0,Open
AA000487,Faith Baptist School,Wicomico County,30505 DAGSBORO RD,SALISBURY,21804,City small,All Grades,private,private,17.6,116,NA,NA,NA,NA,NA,18.94,Open
K9303088,Asbury Child Development Center,Wicomico County,1401 CAMDEN AVE,SALISBURY,21801,Suburb small,ES,private,private,1,68,NA,NA,NA,NA,NA,6.25,Open
K9303089,Wicomico Day School,Wicomico County,1315 OLD OCEAN CITY RD,SALISBURY,21804,Suburb small,ES/MS,private,private,15.8,219,NA,NA,NA,NA,NA,20.8,Open
00579889,Worcester Preparatory School,Worcester County,PO BOX 1006,BERLIN,21811,Town distant,All Grades,private,private,49.8,507,NA,NA,NA,NA,NA,10.189999999999998,Open
240072000880,Stephen Decatur Middle,Worcester County,9815 Seahawk Rd,Berlin,21811,Rural fringe,MS,public,public,53,650,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,234,0.36,Yes participating without using any Provision or the CEP,NA,Open
240072001091,Worcester Technical High School,Worcester County,6290 Worcester Hwy,Newark,21841,Rural distant,UG,public,public,27,0,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,NA,NA,Yes participating without using any Provision or the CEP,NA,Open
240072001323,Berlin Intermediate,Worcester County,309 Franklin Ave,Berlin,21811,Town distant,ES,public,public,61,810,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,303,0.37407407407407406,Yes participating without using any Provision or the CEP,NA,Open
240072001325,Buckingham Elementary,Worcester County,100 Buckingham Rd,Berlin,21811,Town distant,ES,public,public,42,556,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,280,0.5035971223021583,Yes participating without using any Provision or the CEP,NA,Open
240072001326,Cedar Chapel Special School,Worcester County,510 Coulbourne Ln,Snow Hill,21863,Rural distant,All Grades,public,public,12,57,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,39,0.6842105263157895,Yes participating without using any Provision or the CEP,NA,Open
240072001327,Ocean City Elementary,Worcester County,12828 Center Dr,Ocean City,21842,Town distant,ES,public,public,47,600,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,201,0.335,Yes participating without using any Provision or the CEP,NA,Open
240072001328,Pocomoke Elementary,Worcester County,2119 Pocomoke Beltway,Pocomoke City,21851,Town distant,ES,public,public,33,400,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,263,0.6575,Yes participating without using any Provision or the CEP,NA,Open
240072001329,Pocomoke Middle,Worcester County,800 8th St,Pocomoke City,21851,Town distant,MS,public,public,44,392,School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS),Title I,266,0.6785714285714286,Yes participating without using any Provision or the CEP,NA,Open
240072001330,Pocomoke High,Worcester County,1817 Old Virginia Rd,Pocomoke City,21851,Town distant,HS,public,public,34,333,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,213,0.6396396396396397,Yes participating without using any Provision or the CEP,NA,Open
240072001332,Snow Hill Elementary,Worcester County,515 Coulbourne Ln,Snow Hill,21863,Rural distant,ES,public,public,30,378,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,185,0.4894179894179894,Yes participating without using any Provision or the CEP,NA,Open
240072001333,Snow Hill Middle,Worcester County,522 Coulbourne Ln,Snow Hill,21863,Rural distant,MS,public,public,40,416,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,221,0.53125,Yes participating without using any Provision or the CEP,NA,Open
240072001334,Snow Hill High,Worcester County,305 S Church St,Snow Hill,21863,Rural distant,HS,public,public,32,322,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,144,0.4472049689440994,Yes participating without using any Provision or the CEP,NA,Open
240072001335,Stephen Decatur High,Worcester County,9913 Seahawk Rd,Berlin,21811,Town distant,HS,public,public,86,1363,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,417,0.30594277329420394,Yes participating without using any Provision or the CEP,NA,Open
240072001498,Showell Elementary,Worcester County,11318 Showell School Rd,Berlin,21811,Rural fringe,ES,public,public,39,533,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,154,0.28893058161350843,Yes participating without using any Provision or the CEP,NA,Open
A0509093,Most Blessed Sacrament Catholic School,Worcester County,11242 RACETRACK RD,BERLIN,21811,Rural fringe,ES/MS,private,private,21.8,247,NA,NA,NA,NA,NA,9.43,Open
A1101230,Seaside Christian Academy,Worcester County,12637A OCEAN GTWY,OCEAN CITY,21842,Town distant,All Grades,private,private,7.8,73,NA,NA,NA,NA,NA,15.620000000000001,Open
00577655,St Elizabeth School,Baltimore City,801 ARGONNE DR,BALTIMORE,21218,City large,All Grades,private,private,25,121,NA,NA,NA,NA,NA,28.08,Open
00578116,Archbishop Curley High School,Baltimore City,3701 SINCLAIR LN,BALTIMORE,21213,City large,HS,private,private,43.3,574,NA,NA,NA,NA,NA,32.03,Open
00578207,Holy Angels Catholic School,Baltimore City,1201 S CATON AVE,BALTIMORE,21227,City large,ES/MS,private,private,9,203,NA,NA,NA,NA,NA,98.37,Open
00578251,St Casimir Catholic School,Baltimore City,1035 S KENWOOD AVE,BALTIMORE,21224,City large,ES/MS,private,private,16.6,212,NA,NA,NA,NA,NA,NA,Open
00578309,Mercy High School,Baltimore City,1300 E NORTHERN PKWY,BALTIMORE,21239,City large,HS,private,private,26.1,326,NA,NA,NA,NA,NA,40.169999999999995,Open
00578364,Archbishop Borders School,Baltimore City,3500 FOSTER AVE,BALTIMORE,21224,City large,ES/MS,private,private,12.6,215,NA,NA,NA,NA,NA,92.64000000000001,Open
00578411,Mount Saint Joseph High School,Baltimore City,4403 FREDERICK AVE,BALTIMORE,21229,City large,HS,private,private,80.3,922,NA,NA,NA,NA,NA,23.72,Open
00578783,St Frances Academy,Baltimore City,501 E CHASE ST,BALTIMORE,21202,City large,HS,private,private,17.5,164,NA,NA,NA,NA,NA,97.55,Open
00578808,School Of The Cathedral Mary Our Queen,Baltimore City,111 AMBERLY WAY,BALTIMORE,21210,City large,ES/MS,private,private,32.1,381,NA,NA,NA,NA,NA,13.900000000000002,Open
00578852,St Francis Of Assisi School,Baltimore City,3617 HARFORD RD,BALTIMORE,21218,City large,ES/MS,private,private,13.1,253,NA,NA,NA,NA,NA,34.21,Open
00578932,Cardinal Shehan School,Baltimore City,5407 LOCH RAVEN BLVD,BALTIMORE,21239,City large,ES/MS,private,private,24.8,367,NA,NA,NA,NA,NA,100,Open
00579561,The Wilkesschool At Grace And St. Peter's,Baltimore City,707 PARK AVE,BALTIMORE,21201,City large,ES,private,private,9.4,45,NA,NA,NA,NA,NA,45.45,Open
00579721,Roland Park Country School,Baltimore City,5204 ROLAND AVE,BALTIMORE,21210,City large,All Grades,private,private,84.9,580,NA,NA,NA,NA,NA,22.96,Open
00580103,Gilman School,Baltimore City,5407 ROLAND AVE,BALTIMORE,21210,City large,All Grades,private,private,144.8,1011,NA,NA,NA,NA,NA,18.77,Open
00580238,The Bryn Mawr School,Baltimore City,109 W MELROSE AVE,BALTIMORE,21210,City large,All Grades,private,private,84.1,775,NA,NA,NA,NA,NA,27.78,Open
00580373,Kennedy Krieger School: Fairmount Campus,Baltimore City,1750 E FAIRMOUNT AVE,BALTIMORE,21231,City large,ES/MS,private,private,28,172,NA,NA,NA,NA,NA,55.209999999999994,Open
00581231,Baltimore Junior Academy,Baltimore City,3006 W COLD SPRING LN,BALTIMORE,21215,City large,ES/MS,private,private,6,84,NA,NA,NA,NA,NA,100,Open
00581526,The Maryland School For The Blind,Baltimore City,3501 TAYLOR AVE,BALTIMORE,21236,City large,All Grades,private,private,40,230,NA,NA,NA,NA,NA,27.139999999999997,Open
01650488,St James & John School,Baltimore City,1012 SOMERSET ST,BALTIMORE,21202,City large,ES/MS,private,private,11,219,NA,NA,NA,NA,NA,99.43,Open
02031048,Gateway School,Baltimore City,5900 METRO DR,BALTIMORE,21215,City large,ES,private,private,5.8,51,NA,NA,NA,NA,NA,61.53,Open
240002701669,The Seed School of Maryland,Baltimore City,200 Font Hill Avenue,Baltimore,21223,City large,MS/HS,public,public,44,404,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,404,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000143,Abbottston Elementary,Baltimore City,1300 Gorsuch Ave,Baltimore,21218,City large,ES,public,public,25,325,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,325,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000145,Alexander Hamilton Elementary,Baltimore City,800 Poplar Grove St,Baltimore,21216,City large,ES,public,public,15,178,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,178,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000146,Arlington Elementary/Middle,Baltimore City,3910 Barrington Road,Baltimore,21207,City large,ES/MS,public,public,32,547,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,547,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000147,Armistead Gardens Elementary/Middle,Baltimore City,5001 E Eager St,Baltimore,21205,City large,ES/MS,public,public,46,790,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,790,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000148,Arundel Elementary,Baltimore City,2400 Round Rd,Baltimore,21225,City large,ES,public,public,31,483,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,483,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000149,Dr. Nathan A. Pitts-Ashburton Elementary/Middle,Baltimore City,3935 Hilton Rd,Baltimore,21215,City large,ES/MS,public,public,26,372,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,372,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000150,Baltimore City College,Baltimore City,3220 The Alameda,Baltimore,21218,City large,HS,public,public,66,1363,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,1363,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000151,Baltimore Polytechnic Institute,Baltimore City,1400 W Cold Spring Ln,Baltimore,21209,City large,HS,public,public,79,1593,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,1593,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000152,Barclay Elementary/Middle,Baltimore City,2900 Barclay St,Baltimore,21218,City large,ES/MS,public,public,28,479,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,479,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000153,Charles Carroll Barrister Elementary,Baltimore City,1327 Washington Blvd,Baltimore,21230,City large,ES,public,public,24,338,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,338,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000154,Bay-Brook Elementary/Middle,Baltimore City,2501 Seabury Road,Baltimore,21225,City large,ES/MS,public,public,28,394,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,394,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000155,Beechfield Elementary/Middle,Baltimore City,301 S Beechfield Ave,Baltimore,21229,City large,ES/MS,public,public,32,593,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,593,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000156,Belmont Elementary,Baltimore City,1406 N Ellamont St,Baltimore,21216,City large,ES,public,public,17,266,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,266,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000157,Benjamin Franklin High School at Masonville Cove,Baltimore City,1201 Cambria St,Baltimore,21225,City large,HS,public,public,33,532,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,532,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000158,Mary Ann Winterling Elementary at Bentalou,Baltimore City,220 N Bentalou St,Baltimore,21223,City large,ES,public,public,17,245,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,245,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000160,Booker T. Washington Middle,Baltimore City,1301 Mcculloh St,Baltimore,21217,City large,MS,public,public,18,237,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,237,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000161,Brehms Lane Public Charter School,Baltimore City,3536 Brehms Ln,Baltimore,21213,City large,ES,public,charter,37,701,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,701,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000163,Callaway Elementary,Baltimore City,3701 Fernhill Ave,Baltimore,21215,City large,ES,public,public,21,315,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,315,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000164,Calverton Elementary/Middle,Baltimore City,201 North Bend Road,Baltimore,21229,City large,ES/MS,public,public,34,439,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,439,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000167,Dr. Carter Godwin Woodson,Baltimore City,2501 Seabury Rd,Baltimore,21225,City large,UG,public,public,NA,NA,NA,Title I,NA,NA,NA,NA,Closed
240009000168,Carver Vocational-Technical High,Baltimore City,2201 Presstman St,Baltimore,21216,City large,HS,public,public,54,876,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,876,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000169,Cecil Elementary,Baltimore City,2000 Cecil Ave,Baltimore,21218,City large,ES,public,public,21,345,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,345,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000171,Cherry Hill Elementary/Middle,Baltimore City,801 Bridgeview Road,Baltimore,21225,City large,ES/MS,public,public,35,666,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,666,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000175,City Springs Elementary/Middle,Baltimore City,100 S Caroline St,Baltimore,21231,City large,ES/MS,public,charter,36,704,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,704,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000176,Claremont School,Baltimore City,5301 Erdman Ave,Baltimore,21205,City large,MS/HS,public,public,14,58,School is not eligible for either Title I Targeted Assistance or Schoolwide program,Title I,58,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000178,Coldstream Park Elementary,Baltimore City,1400 Exeter Hall Ave,Baltimore,21218,City large,UG,public,public,NA,NA,NA,Title I,NA,NA,NA,NA,Closed
240009000179,Collington Square Elementary/Middle,Baltimore City,1409 N Collington Ave,Baltimore,21213,City large,ES/MS,public,public,17,342,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,342,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000180,Commodore John Rogers Elementary/Middle,Baltimore City,100 N Chester St,Baltimore,21231,City large,ES/MS,public,public,51,888,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,888,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000182,Cross Country Elementary/Middle,Baltimore City,6100 Cross Country Blvd,Baltimore,21215,City large,ES/MS,public,public,42,704,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,704,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000183,Curtis Bay Elementary/Middle,Baltimore City,4301 W Bay Ave,Baltimore,21225,City large,ES/MS,public,public,36,573,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,573,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000184,Dallas F. Nicholas Sr. Elementary,Baltimore City,201 E 21st St,Baltimore,21218,City large,ES,public,public,18,241,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,241,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000186,Dickey Hill Elementary/Middle,Baltimore City,5025 Dickey Hill Rd,Baltimore,21207,City large,ES/MS,public,public,23,397,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,397,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000187,Dr. Bernard Harris Sr. Elementary,Baltimore City,1400 N Caroline St,Baltimore,21213,City large,ES,public,public,17,316,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,316,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000188,Dr. Martin Luther King Jr. Elementary/Middle,Baltimore City,3750 Greenspring Ave,Baltimore,21211,City large,ES/MS,public,public,20,290,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,290,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000192,Edgecombe Circle Elementary,Baltimore City,2835 Virginia Ave,Baltimore,21215,City large,ES,public,public,16,209,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,209,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000193,Edgewood Elementary,Baltimore City,1900 Edgewood St,Baltimore,21216,City large,ES,public,public,17,187,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,187,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000194,Edmondson-Westside High,Baltimore City,501 N Athol Ave,Baltimore,21229,City large,HS,public,public,60,881,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,881,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000196,Eutaw-Marshburn Elementary,Baltimore City,1624 Eutaw Pl,Baltimore,21217,City large,ES,public,public,17,259,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,259,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000199,Fallstaff Elementary/Middle,Baltimore City,3801 Fallstaff Rd,Baltimore,21215,City large,ES/MS,public,public,31,467,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,467,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000201,Federal Hill Preparatory School,Baltimore City,1040 William St,Baltimore,21230,City large,ES,public,public,22,323,School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS),Title I,323,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000203,Forest Park High,Baltimore City,3701 Eldorado Ave,Baltimore,21207,City large,HS,public,public,33,597,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,597,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000204,Fort Worthington Elementary/Middle,Baltimore City,2710 E Hoffman Street,Baltimore,21213,City large,ES/MS,public,public,38,742,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,742,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000205,Francis Scott Key Elementary/Middle,Baltimore City,1425 E Fort Ave,Baltimore,21230,City large,ES/MS,public,public,28,511,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,511,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000208,Franklin Square Elementary/Middle,Baltimore City,1400 W Lexington St,Baltimore,21223,City large,ES/MS,public,public,27,469,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,469,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000209,Frederick Douglass High,Baltimore City,2301 Gwynns Falls Pky,Baltimore,21217,City large,HS,public,public,45,850,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,850,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000210,Furley Elementary,Baltimore City,5001 Sinclair Lane,Baltimore,21206,City large,ES,public,public,25,429,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,429,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000211,Furman Templeton Preparatory Academy,Baltimore City,1200 Pennsylvania Ave,Baltimore,21217,City large,ES,public,charter,26,463,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,463,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000212,Gardenville Elementary,Baltimore City,5300 Belair Rd,Baltimore,21206,City large,ES,public,public,18,295,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,295,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000213,Garrett Heights Elementary/Middle,Baltimore City,2800 Ailsa Ave,Baltimore,21214,City large,ES/MS,public,public,19,326,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,326,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000215,Wolfe Street Academy,Baltimore City,245 S Wolfe St,Baltimore,21231,City large,ES,public,charter,17,243,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,243,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000219,George W. F. McMechen High,Baltimore City,4411 Garrison Blvd,Baltimore,21215,City large,HS,public,public,15,46,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,46,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000220,George Washington Elementary,Baltimore City,800 Scott St,Baltimore,21230,City large,ES,public,public,14,222,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,222,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000221,Gilmor Elementary,Baltimore City,1311 N Gilmor St,Baltimore,21217,City large,ES,public,public,19,256,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,256,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000222,Glenmount Elementary/Middle,Baltimore City,6211 Walther Ave,Baltimore,21206,City large,ES/MS,public,public,40,706,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,706,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000223,Govans Elementary,Baltimore City,5801 York Rd,Baltimore,21212,City large,ES,public,charter,25,409,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,409,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000224,Graceland Park/ODonnel Heights Elementary/Middle,Baltimore City,6300 ODonnell St,Baltimore,21224,City large,ES/MS,public,public,32,477,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,477,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000226,Grove Park Elementary,Baltimore City,5545 Kennison Ave,Baltimore,21215,City large,UG,public,public,NA,NA,NA,Title I,NA,NA,NA,NA,Closed
240009000229,Gwynns Falls Elementary,Baltimore City,2700 Gwynns Falls Pky,Baltimore,21216,City large,ES,public,public,21,319,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Title I,319,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000231,Hamilton Elementary/Middle,Baltimore City,6101 Old Harford Rd,Baltimore,21214,City large,ES/MS,public,public,41,865,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,865,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000233,Hampden Elementary/Middle,Baltimore City,3608 Chestnut Ave,Baltimore,21211,City large,ES/MS,public,public,25,451,School is eligible for Title I Schoolwide program (SWP) but provides no program,Title I,451,1,Yes under the Community Eligibility Provision (CEP),NA,Open
240009000234,Hampstead Hill Academy,Baltimore City,500 S Linwood Ave,Baltimore,21224,City large,ES/MS,public,charter,44,818,School is eligible for Title I Targeted Assistance (TAS) but provides no program,Title I,818,1,Yes under the Community Eligibility Provision (CEP),NA,Open
